patch_status,patch_hotfixes_count,ports_count,services_total,services_running,services_stopped,firewall_domain,firewall_private,firewall_public,antivirus_count,antivirus_enabled,password_min_length,password_max_age,target_score,target_grade
up-to-date,4,14,2,2,0,UNKNOWN,ON,ON,1,1,6,90,20,Critical Risk
up-to-date,4,2,2,2,0,ON,ON,ON,1,0,12,90,70,Fair
up-to-date,3,2,0,0,0,UNKNOWN,ON,ON,1,1,1,42,60,Fair
out-of-date,2,2,30,11,19,UNKNOWN,ON,ON,1,0,0,0,30,Critical Risk
up-to-date,0,3,30,15,15,UNKNOWN,ON,ON,1,1,1,42,60,Fair
up-to-date,0,14,2,2,0,OFF,OFF,OFF,1,1,1,42,0,Critical Risk
up-to-date,4,0,0,0,0,ON,ON,ON,1,0,12,90,70,Fair
up-to-date,4,0,2,2,0,UNKNOWN,ON,ON,1,1,8,60,70,Fair
out-of-date,0,5,0,0,0,ON,ON,OFF,1,1,6,90,10,Critical Risk
up-to-date,2,0,0,0,0,UNKNOWN,ON,ON,1,1,8,60,70,Fair
up-to-date,4,15,0,0,0,ON,ON,ON,1,1,8,60,70,Fair
up-to-date,0,3,2,2,0,ON,ON,OFF,1,0,8,60,50,Poor
up-to-date,2,9,30,13,17,ON,ON,OFF,1,1,6,90,40,Poor
up-to-date,0,0,0,0,0,UNKNOWN,ON,ON,1,1,6,90,60,Fair
out-of-date,0,5,0,0,0,ON,ON,OFF,1,1,12,90,20,Critical Risk
up-to-date,0,2,2,2,0,ON,ON,OFF,1,1,8,60,60,Fair
out-of-date,4,2,98,91,7,ON,ON,ON,1,1,12,90,40,Critical Risk
out-of-date,3,5,0,0,0,OFF,OFF,OFF,1,0,1,42,0,Critical Risk
up-to-date,0,0,98,93,5,ON,ON,OFF,1,1,1,42,50,Poor
out-of-date,3,14,30,13,17,ON,ON,OFF,1,1,6,90,0,Critical Risk
out-of-date,3,3,30,15,15,ON,ON,OFF,1,1,6,90,10,Critical Risk
up-to-date,0,3,0,0,0,ON,ON,OFF,1,0,8,60,0,Critical Risk
out-of-date,2,14,2,2,0,ON,ON,OFF,1,1,8,60,0,Critical Risk
out-of-date,3,3,2,2,0,UNKNOWN,ON,ON,1,0,8,60,40,Critical Risk
up-to-date,4,5,98,87,11,UNKNOWN,ON,ON,1,1,8,60,70,Fair
out-of-date,2,3,2,2,0,ON,ON,OFF,1,1,1,42,10,Critical Risk
up-to-date,0,9,0,0,0,ON,ON,OFF,1,1,1,42,40,Poor
up-to-date,2,14,0,0,0,ON,ON,OFF,1,0,8,60,0,Critical Risk
out-of-date,2,9,2,2,0,ON,ON,ON,1,0,12,90,40,Critical Risk
up-to-date,2,0,98,86,12,ON,ON,ON,1,1,6,90,60,Fair
out-of-date,3,5,30,15,15,ON,ON,ON,1,1,12,90,40,Critical Risk
up-to-date,4,2,2,2,0,ON,ON,OFF,1,1,12,90,60,Fair
out-of-date,2,3,0,0,0,ON,ON,OFF,1,1,6,90,10,Critical Risk
out-of-date,3,2,2,2,0,OFF,OFF,OFF,1,0,6,90,0,Critical Risk
out-of-date,3,14,0,0,0,OFF,OFF,OFF,1,1,6,90,0,Critical Risk
up-to-date,4,3,98,89,9,UNKNOWN,ON,ON,1,1,8,60,70,Fair
up-to-date,4,3,98,86,12,ON,ON,ON,1,1,6,90,60,Fair
up-to-date,0,2,0,0,0,ON,ON,ON,1,1,0,0,60,Fair
out-of-date,4,3,0,0,0,ON,ON,OFF,1,0,8,60,20,Critical Risk
up-to-date,4,15,30,17,13,ON,ON,ON,1,0,12,90,10,Critical Risk
up-to-date,2,15,0,0,0,UNKNOWN,ON,ON,1,1,0,0,60,Fair
up-to-date,0,9,98,89,9,UNKNOWN,ON,ON,1,1,12,90,70,Fair
out-of-date,4,5,2,2,0,ON,ON,OFF,1,0,6,90,10,Critical Risk
up-to-date,0,3,0,0,0,UNKNOWN,ON,ON,1,1,12,90,70,Fair
up-to-date,3,9,30,16,14,OFF,OFF,OFF,1,1,1,42,20,Critical Risk
up-to-date,0,5,0,0,0,ON,ON,ON,1,1,8,60,70,Fair
up-to-date,3,2,30,13,17,OFF,OFF,OFF,1,0,6,90,0,Critical Risk
out-of-date,2,4,2,2,0,UNKNOWN,ON,ON,1,1,8,60,30,Critical Risk
out-of-date,2,14,98,95,3,ON,ON,OFF,1,0,12,90,0,Critical Risk
out-of-date,0,9,0,0,0,ON,ON,ON,1,1,6,90,30,Critical Risk
up-to-date,2,15,2,2,0,ON,ON,OFF,1,0,0,0,40,Poor
up-to-date,4,9,30,15,15,ON,ON,ON,1,1,0,0,60,Fair
up-to-date,0,14,98,93,5,ON,ON,ON,1,0,6,90,20,Critical Risk
up-to-date,4,0,30,17,13,UNKNOWN,ON,ON,1,1,8,60,70,Fair
up-to-date,2,2,30,15,15,OFF,OFF,OFF,1,0,12,90,40,Critical Risk
up-to-date,2,5,30,16,14,ON,ON,ON,1,1,12,90,70,Fair
up-to-date,3,14,30,19,11,OFF,OFF,OFF,1,1,12,90,0,Critical Risk
up-to-date,3,4,2,2,0,ON,ON,ON,1,1,8,60,60,Fair
up-to-date,2,2,98,86,12,UNKNOWN,ON,ON,1,1,6,90,60,Fair
out-of-date,0,4,0,0,0,ON,ON,ON,1,0,8,60,30,Critical Risk
up-to-date,4,3,2,2,0,ON,ON,OFF,1,1,6,90,40,Poor
up-to-date,4,2,2,2,0,ON,ON,ON,1,0,0,0,0,Critical Risk
up-to-date,2,9,98,88,10,ON,ON,ON,1,1,8,60,70,Fair
out-of-date,2,5,0,0,0,OFF,OFF,OFF,1,1,8,60,0,Critical Risk
up-to-date,0,2,30,13,17,ON,ON,ON,1,0,6,90,0,Critical Risk
out-of-date,4,4,2,2,0,ON,ON,ON,1,0,12,90,0,Critical Risk
up-to-date,0,15,0,0,0,ON,ON,OFF,1,1,12,90,50,Poor
up-to-date,4,0,0,0,0,ON,ON,ON,1,1,8,60,70,Fair
up-to-date,2,15,0,0,0,UNKNOWN,ON,ON,1,0,6,90,60,Fair
out-of-date,3,4,0,0,0,ON,ON,ON,1,1,6,90,20,Critical Risk
out-of-date,2,15,2,2,0,ON,ON,ON,1,0,1,42,0,Critical Risk
up-to-date,0,9,30,19,11,UNKNOWN,ON,ON,1,1,8,60,70,Fair
out-of-date,3,15,0,0,0,ON,ON,OFF,1,1,6,90,10,Critical Risk
out-of-date,2,15,2,2,0,ON,ON,ON,1,1,8,60,40,Critical Risk
up-to-date,3,14,98,90,8,ON,ON,ON,1,1,1,42,20,Critical Risk
out-of-date,3,3,98,87,11,ON,ON,ON,1,1,12,90,40,Critical Risk
up-to-date,4,5,2,2,0,ON,ON,OFF,1,0,1,42,0,Critical Risk
up-to-date,3,9,0,0,0,ON,ON,ON,1,1,8,60,70,Fair
up-to-date,2,9,30,15,15,UNKNOWN,ON,ON,1,1,8,60,70,Fair
up-to-date,4,3,98,87,11,ON,ON,ON,1,1,1,42,60,Fair
out-of-date,0,2,30,11,19,ON,ON,ON,1,1,8,60,40,Critical Risk
up-to-date,3,3,2,2,0,ON,ON,ON,1,1,8,60,70,Fair
up-to-date,3,9,30,14,16,ON,ON,ON,1,1,12,90,70,Fair
out-of-date,4,5,30,15,15,ON,ON,ON,1,1,8,60,40,Critical Risk
out-of-date,4,5,98,86,12,UNKNOWN,ON,ON,1,1,0,0,30,Critical Risk
up-to-date,3,15,0,0,0,ON,ON,ON,1,0,6,90,60,Fair
up-to-date,3,15,98,91,7,OFF,OFF,OFF,1,0,12,90,30,Critical Risk
up-to-date,0,3,30,15,15,ON,ON,ON,1,1,0,0,60,Fair
up-to-date,0,3,30,15,15,ON,ON,ON,1,1,1,42,60,Fair
up-to-date,0,0,2,2,0,ON,ON,OFF,1,0,8,60,60,Fair
up-to-date,0,0,2,2,0,ON,ON,OFF,1,1,8,60,60,Fair
up-to-date,3,15,0,0,0,ON,ON,OFF,1,1,12,90,50,Poor
out-of-date,4,4,30,21,9,ON,ON,OFF,1,1,8,60,10,Critical Risk
up-to-date,4,9,30,15,15,ON,ON,ON,1,0,6,90,60,Fair
up-to-date,0,0,2,2,0,ON,ON,OFF,1,1,8,60,60,Fair
up-to-date,4,0,98,90,8,ON,ON,OFF,1,1,8,60,60,Fair
up-to-date,4,3,0,0,0,UNKNOWN,ON,ON,1,1,0,0,60,Fair
up-to-date,0,0,2,2,0,ON,ON,ON,1,0,12,90,10,Critical Risk
up-to-date,3,3,98,90,8,ON,ON,OFF,1,1,12,90,50,Poor
up-to-date,2,4,30,11,19,ON,ON,ON,1,0,6,90,50,Poor
out-of-date,0,0,0,0,0,OFF,OFF,OFF,1,1,12,90,10,Critical Risk
out-of-date,0,14,2,2,0,UNKNOWN,ON,ON,1,1,8,60,0,Critical Risk
out-of-date,0,5,30,14,16,ON,ON,OFF,1,1,8,60,20,Critical Risk
up-to-date,0,14,0,0,0,ON,ON,ON,1,1,12,90,30,Critical Risk
up-to-date,4,15,0,0,0,ON,ON,OFF,1,1,0,0,40,Poor
out-of-date,0,4,0,0,0,ON,ON,ON,1,1,6,90,20,Critical Risk
up-to-date,0,15,0,0,0,ON,ON,ON,1,1,8,60,70,Fair
out-of-date,0,5,30,16,14,ON,ON,ON,1,0,8,60,0,Critical Risk
out-of-date,0,2,98,91,7,UNKNOWN,ON,ON,1,1,6,90,30,Critical Risk
out-of-date,2,4,0,0,0,ON,ON,ON,1,1,12,90,30,Critical Risk
out-of-date,3,5,98,93,5,OFF,OFF,OFF,1,1,8,60,0,Critical Risk
up-to-date,3,4,30,14,16,UNKNOWN,ON,ON,1,1,8,60,60,Fair
up-to-date,0,5,0,0,0,ON,ON,ON,1,1,8,60,70,Fair
up-to-date,4,3,98,85,13,ON,ON,OFF,1,1,8,60,50,Poor
up-to-date,0,9,2,2,0,ON,ON,OFF,1,1,12,90,50,Poor
up-to-date,0,5,30,12,18,ON,ON,ON,1,0,8,60,10,Critical Risk
up-to-date,2,15,30,10,20,OFF,OFF,OFF,1,1,1,42,20,Critical Risk
up-to-date,0,15,30,18,12,ON,ON,OFF,1,1,12,90,50,Poor
up-to-date,3,3,2,2,0,UNKNOWN,ON,ON,1,1,8,60,70,Fair
up-to-date,3,0,2,2,0,ON,ON,ON,1,1,8,60,70,Fair
up-to-date,3,3,30,20,10,ON,ON,OFF,1,1,6,90,40,Poor
out-of-date,2,4,30,14,16,ON,ON,OFF,1,1,1,42,0,Critical Risk
out-of-date,4,0,30,12,18,ON,ON,OFF,1,0,6,90,20,Critical Risk
up-to-date,3,0,0,0,0,ON,ON,OFF,1,1,8,60,60,Fair
up-to-date,0,15,0,0,0,ON,ON,ON,1,1,1,42,60,Fair
out-of-date,2,4,0,0,0,ON,ON,OFF,1,0,1,42,0,Critical Risk
up-to-date,0,5,98,91,7,ON,ON,ON,1,1,8,60,70,Fair
up-to-date,4,5,98,89,9,ON,ON,OFF,1,1,8,60,50,Poor
up-to-date,3,4,98,85,13,ON,ON,ON,1,1,0,0,50,Poor
up-to-date,4,15,0,0,0,ON,ON,ON,1,1,8,60,70,Fair
up-to-date,3,2,2,2,0,ON,ON,ON,1,1,8,60,70,Fair
up-to-date,2,0,0,0,0,ON,ON,ON,1,0,0,0,60,Fair
up-to-date,2,4,30,17,13,ON,ON,OFF,1,1,1,42,30,Critical Risk
out-of-date,0,0,0,0,0,OFF,OFF,OFF,1,1,12,90,10,Critical Risk
up-to-date,4,0,0,0,0,UNKNOWN,ON,ON,1,1,1,42,60,Fair
up-to-date,0,0,0,0,0,ON,ON,ON,1,1,1,42,60,Fair
out-of-date,4,3,2,2,0,ON,ON,ON,1,1,8,60,40,Critical Risk
up-to-date,0,15,2,2,0,ON,ON,ON,1,0,8,60,10,Critical Risk
up-to-date,0,4,2,2,0,ON,ON,ON,1,1,6,90,50,Poor
up-to-date,3,0,30,18,12,UNKNOWN,ON,ON,1,0,8,60,70,Fair
out-of-date,3,5,2,2,0,ON,ON,OFF,1,1,8,60,20,Critical Risk
up-to-date,4,4,30,17,13,ON,ON,OFF,1,1,6,90,30,Critical Risk
up-to-date,0,5,30,15,15,ON,ON,OFF,1,0,12,90,0,Critical Risk
out-of-date,2,14,98,92,6,UNKNOWN,ON,ON,1,0,12,90,0,Critical Risk
up-to-date,0,5,2,2,0,ON,ON,ON,1,1,0,0,60,Fair
up-to-date,4,0,98,94,4,OFF,OFF,OFF,1,1,8,60,40,Critical Risk
up-to-date,0,15,0,0,0,ON,ON,OFF,1,1,1,42,40,Poor
out-of-date,2,9,0,0,0,ON,ON,ON,1,1,8,60,40,Critical Risk
up-to-date,2,15,2,2,0,ON,ON,ON,1,1,8,60,70,Fair
up-to-date,0,3,30,14,16,ON,ON,OFF,1,1,6,90,40,Poor
up-to-date,2,9,2,2,0,ON,ON,OFF,1,1,8,60,50,Poor
up-to-date,0,14,2,2,0,ON,ON,OFF,1,0,0,0,0,Critical Risk
up-to-date,4,2,0,0,0,ON,ON,ON,1,1,12,90,70,Fair
up-to-date,2,9,2,2,0,ON,ON,ON,1,0,8,60,70,Fair
out-of-date,2,5,2,2,0,ON,ON,ON,1,0,6,90,30,Critical Risk
up-to-date,4,2,30,17,13,ON,ON,OFF,1,0,8,60,60,Fair
out-of-date,2,14,30,14,16,UNKNOWN,ON,ON,1,1,12,90,0,Critical Risk
up-to-date,4,15,30,15,15,ON,ON,ON,1,0,8,60,70,Fair
up-to-date,3,15,0,0,0,ON,ON,OFF,1,1,8,60,50,Poor
up-to-date,4,5,30,9,21,ON,ON,OFF,1,0,8,60,50,Poor
up-to-date,4,3,30,16,14,ON,ON,ON,1,1,12,90,70,Fair
out-of-date,2,4,2,2,0,ON,ON,OFF,1,0,6,90,0,Critical Risk
out-of-date,0,9,0,0,0,ON,ON,OFF,1,0,6,90,10,Critical Risk
up-to-date,3,15,0,0,0,UNKNOWN,ON,ON,1,1,0,0,60,Fair
up-to-date,0,9,0,0,0,UNKNOWN,ON,ON,1,1,0,0,60,Fair
out-of-date,0,15,30,15,15,UNKNOWN,ON,ON,1,1,12,90,40,Critical Risk
up-to-date,4,9,2,2,0,ON,ON,ON,1,1,1,42,60,Fair
out-of-date,0,0,98,88,10,ON,ON,ON,1,1,8,60,40,Critical Risk
up-to-date,0,0,98,89,9,ON,ON,ON,1,0,1,42,60,Fair
out-of-date,2,4,0,0,0,ON,ON,ON,1,0,8,60,30,Critical Risk
up-to-date,4,9,2,2,0,ON,ON,ON,1,1,8,60,70,Fair
up-to-date,0,9,0,0,0,ON,ON,OFF,1,0,8,60,0,Critical Risk
up-to-date,0,5,2,2,0,ON,ON,OFF,1,1,6,90,40,Poor
up-to-date,0,4,0,0,0,ON,ON,OFF,1,1,6,90,30,Critical Risk
out-of-date,2,0,30,19,11,ON,ON,OFF,1,0,12,90,30,Critical Risk
up-to-date,0,0,2,2,0,ON,ON,ON,1,1,12,90,70,Fair
up-to-date,2,0,30,14,16,ON,ON,OFF,1,0,8,60,60,Fair
up-to-date,4,15,98,89,9,ON,ON,OFF,1,1,0,0,40,Poor
up-to-date,4,9,0,0,0,UNKNOWN,ON,ON,1,1,12,90,70,Fair
up-to-date,2,2,0,0,0,ON,ON,OFF,1,1,1,42,50,Poor
out-of-date,2,0,2,2,0,UNKNOWN,ON,ON,1,1,6,90,30,Critical Risk
up-to-date,3,5,2,2,0,ON,ON,OFF,1,0,8,60,50,Poor
out-of-date,0,0,0,0,0,ON,ON,OFF,1,0,1,42,0,Critical Risk
up-to-date,0,2,98,84,14,ON,ON,ON,1,1,0,0,60,Fair
up-to-date,0,9,2,2,0,UNKNOWN,ON,ON,1,1,12,90,70,Fair
up-to-date,4,5,98,93,5,ON,ON,OFF,1,1,1,42,40,Poor
up-to-date,3,5,2,2,0,ON,ON,ON,1,0,8,60,70,Fair
up-to-date,3,14,2,2,0,ON,ON,ON,1,1,8,60,30,Critical Risk
up-to-date,0,4,2,2,0,ON,ON,OFF,1,1,0,0,30,Critical Risk
up-to-date,2,15,30,12,18,ON,ON,ON,1,0,1,42,60,Fair
up-to-date,4,15,0,0,0,ON,ON,ON,1,1,1,42,60,Fair
up-to-date,2,4,0,0,0,ON,ON,ON,1,1,1,42,50,Poor
out-of-date,3,5,0,0,0,ON,ON,ON,1,0,0,0,30,Critical Risk
up-to-date,0,5,0,0,0,ON,ON,ON,1,0,8,60,70,Fair
out-of-date,0,2,0,0,0,ON,ON,ON,1,1,1,42,30,Critical Risk
up-to-date,2,0,98,89,9,ON,ON,OFF,1,1,1,42,50,Poor
out-of-date,4,4,30,15,15,UNKNOWN,ON,ON,1,0,0,0,0,Critical Risk
up-to-date,3,5,30,12,18,UNKNOWN,ON,ON,1,1,1,42,60,Fair
up-to-date,4,0,0,0,0,ON,ON,ON,1,0,8,60,70,Fair
up-to-date,0,4,30,17,13,ON,ON,ON,1,1,12,90,60,Fair
out-of-date,0,15,2,2,0,UNKNOWN,ON,ON,1,1,1,42,30,Critical Risk
out-of-date,3,4,2,2,0,ON,ON,OFF,1,1,8,60,10,Critical Risk
up-to-date,4,9,2,2,0,ON,ON,OFF,1,1,1,42,40,Poor
up-to-date,3,2,0,0,0,UNKNOWN,ON,ON,1,0,6,90,60,Fair
up-to-date,4,15,0,0,0,OFF,OFF,OFF,1,0,8,60,30,Critical Risk
up-to-date,2,9,0,0,0,UNKNOWN,ON,ON,1,1,12,90,70,Fair
up-to-date,0,14,0,0,0,ON,ON,ON,1,1,6,90,20,Critical Risk
out-of-date,2,5,2,2,0,ON,ON,ON,1,1,12,90,40,Critical Risk
up-to-date,0,2,98,89,9,ON,ON,ON,1,1,8,60,70,Fair
up-to-date,2,2,0,0,0,ON,ON,OFF,1,0,8,60,60,Fair
up-to-date,0,14,30,16,14,ON,ON,ON,1,1,8,60,30,Critical Risk
up-to-date,0,15,98,81,17,ON,ON,OFF,1,1,6,90,40,Poor
up-to-date,0,15,30,18,12,ON,ON,ON,1,1,8,60,70,Fair
out-of-date,2,15,2,2,0,ON,ON,OFF,1,1,12,90,20,Critical Risk
out-of-date,3,9,98,86,12,ON,ON,OFF,1,0,1,42,0,Critical Risk
out-of-date,0,14,2,2,0,UNKNOWN,ON,ON,1,1,12,90,0,Critical Risk
out-of-date,2,15,0,0,0,ON,ON,OFF,1,1,8,60,20,Critical Risk
out-of-date,3,15,0,0,0,ON,ON,ON,1,1,8,60,40,Critical Risk
up-to-date,3,15,0,0,0,UNKNOWN,ON,ON,1,1,6,90,60,Fair
up-to-date,2,0,0,0,0,ON,ON,OFF,1,0,8,60,60,Fair
up-to-date,2,15,30,8,22,UNKNOWN,ON,ON,1,0,1,42,0,Critical Risk
up-to-date,4,5,0,0,0,ON,ON,ON,1,1,12,90,70,Fair
up-to-date,3,15,2,2,0,ON,ON,ON,1,1,12,90,70,Fair
out-of-date,0,3,30,13,17,ON,ON,OFF,1,0,6,90,10,Critical Risk
up-to-date,3,3,30,20,10,OFF,OFF,OFF,1,0,0,0,20,Critical Risk
out-of-date,3,2,0,0,0,ON,ON,ON,1,1,1,42,30,Critical Risk
up-to-date,2,2,2,2,0,ON,ON,ON,1,1,1,42,60,Fair
out-of-date,4,3,30,8,22,ON,ON,OFF,1,1,6,90,10,Critical Risk
up-to-date,4,4,98,88,10,OFF,OFF,OFF,1,1,0,0,10,Critical Risk
up-to-date,3,14,0,0,0,ON,ON,ON,1,1,12,90,30,Critical Risk
up-to-date,3,15,2,2,0,ON,ON,ON,1,1,1,42,60,Fair
up-to-date,4,15,2,2,0,ON,ON,ON,1,0,1,42,60,Fair
up-to-date,2,4,30,10,20,ON,ON,OFF,1,0,12,90,40,Poor
up-to-date,4,2,2,2,0,ON,ON,ON,1,1,1,42,60,Fair
out-of-date,4,15,0,0,0,ON,ON,OFF,1,0,8,60,20,Critical Risk
up-to-date,0,14,30,18,12,ON,ON,ON,1,1,6,90,20,Critical Risk
out-of-date,0,15,98,83,15,UNKNOWN,ON,ON,1,0,8,60,40,Critical Risk
up-to-date,0,9,2,2,0,UNKNOWN,ON,ON,1,1,1,42,60,Fair
up-to-date,4,15,30,14,16,ON,ON,ON,1,0,1,42,0,Critical Risk
up-to-date,0,3,30,13,17,ON,ON,ON,1,0,8,60,70,Fair
out-of-date,2,14,2,2,0,OFF,OFF,OFF,1,0,8,60,0,Critical Risk
out-of-date,3,2,30,12,18,ON,ON,ON,1,1,6,90,30,Critical Risk
out-of-date,2,0,0,0,0,UNKNOWN,ON,ON,1,1,12,90,40,Critical Risk
out-of-date,0,14,98,89,9,UNKNOWN,ON,ON,1,1,6,90,0,Critical Risk
up-to-date,2,2,98,89,9,ON,ON,ON,1,1,8,60,70,Fair
up-to-date,2,15,2,2,0,ON,ON,ON,1,0,12,90,10,Critical Risk
up-to-date,4,3,0,0,0,ON,ON,OFF,1,1,6,90,40,Poor
up-to-date,3,4,2,2,0,ON,ON,OFF,1,1,6,90,30,Critical Risk
up-to-date,4,15,98,90,8,UNKNOWN,ON,ON,1,0,1,42,60,Fair
up-to-date,0,9,2,2,0,ON,ON,OFF,1,1,1,42,40,Poor
up-to-date,3,5,98,88,10,ON,ON,ON,1,1,1,42,60,Fair
out-of-date,4,2,0,0,0,ON,ON,OFF,1,0,6,90,0,Critical Risk
out-of-date,0,9,2,2,0,ON,ON,OFF,1,1,12,90,20,Critical Risk
out-of-date,3,15,98,87,11,ON,ON,OFF,1,1,1,42,10,Critical Risk
up-to-date,4,0,2,2,0,ON,ON,OFF,1,1,6,90,50,Poor
out-of-date,4,4,30,20,10,ON,ON,ON,1,1,8,60,30,Critical Risk
out-of-date,0,2,30,22,8,ON,ON,OFF,1,1,8,60,30,Critical Risk
up-to-date,0,5,30,13,17,ON,ON,ON,1,0,8,60,70,Fair
up-to-date,0,15,30,16,14,ON,ON,OFF,1,1,12,90,50,Poor
out-of-date,3,15,30,16,14,UNKNOWN,ON,ON,1,0,8,60,40,Critical Risk
out-of-date,3,15,0,0,0,ON,ON,OFF,1,1,8,60,20,Critical Risk
out-of-date,0,15,30,14,16,ON,ON,OFF,1,1,12,90,20,Critical Risk
up-to-date,2,15,2,2,0,UNKNOWN,ON,ON,1,1,12,90,70,Fair
up-to-date,4,14,30,16,14,UNKNOWN,ON,ON,1,1,6,90,20,Critical Risk
out-of-date,2,14,98,86,12,UNKNOWN,ON,ON,1,1,0,0,0,Critical Risk
out-of-date,4,4,2,2,0,UNKNOWN,ON,ON,1,0,0,0,0,Critical Risk
up-to-date,3,15,0,0,0,ON,ON,ON,1,0,8,60,70,Fair
up-to-date,2,5,2,2,0,UNKNOWN,ON,ON,1,0,1,42,0,Critical Risk
up-to-date,0,4,98,91,7,ON,ON,ON,1,1,0,0,50,Poor
out-of-date,0,0,30,19,11,UNKNOWN,ON,ON,1,0,1,42,30,Critical Risk
up-to-date,4,3,0,0,0,ON,ON,OFF,1,1,6,90,40,Poor
up-to-date,0,15,98,90,8,ON,ON,ON,1,1,8,60,70,Fair
out-of-date,3,0,0,0,0,ON,ON,ON,1,0,1,42,0,Critical Risk
up-to-date,0,9,98,91,7,ON,ON,ON,1,0,8,60,70,Fair
up-to-date,3,4,2,2,0,UNKNOWN,ON,ON,1,1,6,90,50,Poor
up-to-date,3,0,0,0,0,ON,ON,ON,1,0,6,90,60,Fair
out-of-date,4,0,30,19,11,ON,ON,ON,1,1,0,0,30,Critical Risk
out-of-date,2,2,30,19,11,ON,ON,OFF,1,0,6,90,0,Critical Risk
out-of-date,2,3,0,0,0,UNKNOWN,ON,ON,1,0,12,90,0,Critical Risk
up-to-date,0,0,98,87,11,ON,ON,ON,1,0,1,42,60,Fair
up-to-date,0,15,0,0,0,OFF,OFF,OFF,1,1,8,60,30,Critical Risk
out-of-date,2,0,2,2,0,ON,ON,ON,1,1,8,60,40,Critical Risk
up-to-date,0,0,98,86,12,UNKNOWN,ON,ON,1,1,0,0,60,Fair
up-to-date,2,2,0,0,0,ON,ON,OFF,1,1,1,42,50,Poor
up-to-date,3,3,98,88,10,ON,ON,OFF,1,1,1,42,40,Poor
out-of-date,3,9,0,0,0,ON,ON,ON,1,1,8,60,40,Critical Risk
out-of-date,2,5,98,85,13,UNKNOWN,ON,ON,1,1,8,60,40,Critical Risk
out-of-date,0,2,2,2,0,ON,ON,OFF,1,0,6,90,20,Critical Risk
up-to-date,4,2,30,16,14,ON,ON,ON,1,0,8,60,70,Fair
out-of-date,4,2,0,0,0,UNKNOWN,ON,ON,1,1,8,60,40,Critical Risk
out-of-date,4,3,98,86,12,OFF,OFF,OFF,1,1,12,90,0,Critical Risk
out-of-date,2,15,98,87,11,ON,ON,ON,1,1,0,0,30,Critical Risk
up-to-date,2,14,30,15,15,ON,ON,ON,1,0,8,60,30,Critical Risk
up-to-date,0,14,0,0,0,UNKNOWN,ON,ON,1,0,8,60,30,Critical Risk
up-to-date,2,4,2,2,0,ON,ON,ON,1,1,8,60,60,Fair
up-to-date,4,9,30,16,14,ON,ON,ON,1,0,8,60,70,Fair
out-of-date,0,14,0,0,0,ON,ON,OFF,1,0,8,60,0,Critical Risk
out-of-date,2,9,30,17,13,ON,ON,OFF,1,1,8,60,20,Critical Risk
up-to-date,0,15,30,17,13,ON,ON,OFF,1,1,1,42,40,Poor
out-of-date,0,14,98,81,17,ON,ON,OFF,1,1,12,90,0,Critical Risk
up-to-date,3,5,2,2,0,UNKNOWN,ON,ON,1,1,12,90,70,Fair
up-to-date,3,5,0,0,0,ON,ON,ON,1,0,0,0,60,Fair
out-of-date,0,0,2,2,0,ON,ON,ON,1,1,8,60,40,Critical Risk
up-to-date,2,4,0,0,0,ON,ON,ON,1,1,6,90,50,Poor
up-to-date,4,15,98,87,11,ON,ON,ON,1,1,1,42,60,Fair
up-to-date,0,15,0,0,0,ON,ON,ON,1,1,12,90,70,Fair
up-to-date,2,4,0,0,0,ON,ON,ON,1,0,6,90,50,Poor
up-to-date,4,3,30,15,15,ON,ON,OFF,1,1,8,60,50,Poor
up-to-date,3,3,30,19,11,ON,ON,OFF,1,1,6,90,40,Poor
up-to-date,3,5,2,2,0,ON,ON,OFF,1,1,6,90,40,Poor
up-to-date,4,2,98,90,8,ON,ON,ON,1,1,8,60,70,Fair
out-of-date,0,14,0,0,0,OFF,OFF,OFF,1,0,8,60,0,Critical Risk
up-to-date,0,14,98,89,9,ON,ON,OFF,1,1,6,90,0,Critical Risk
up-to-date,4,9,0,0,0,OFF,OFF,OFF,1,0,12,90,30,Critical Risk
up-to-date,0,2,0,0,0,ON,ON,ON,1,1,6,90,60,Fair
up-to-date,2,2,2,2,0,ON,ON,OFF,1,1,1,42,50,Poor
out-of-date,2,3,0,0,0,UNKNOWN,ON,ON,1,1,1,42,30,Critical Risk
up-to-date,2,2,2,2,0,ON,ON,ON,1,0,1,42,60,Fair
up-to-date,4,3,2,2,0,ON,ON,ON,1,0,12,90,70,Fair
out-of-date,3,5,0,0,0,ON,ON,ON,1,0,1,42,0,Critical Risk
up-to-date,2,3,2,2,0,OFF,OFF,OFF,1,1,12,90,30,Critical Risk
up-to-date,2,0,30,13,17,ON,ON,ON,1,1,6,90,60,Fair
up-to-date,2,9,30,16,14,ON,ON,ON,1,0,1,42,60,Fair
out-of-date,3,9,0,0,0,ON,ON,ON,1,0,6,90,30,Critical Risk
up-to-date,2,4,30,13,17,ON,ON,OFF,1,0,6,90,30,Critical Risk
up-to-date,2,3,30,15,15,ON,ON,OFF,1,1,8,60,50,Poor
up-to-date,2,3,0,0,0,ON,ON,OFF,1,1,0,0,40,Poor
up-to-date,3,14,98,83,15,ON,ON,ON,1,1,8,60,30,Critical Risk
out-of-date,0,14,2,2,0,ON,ON,ON,1,1,6,90,0,Critical Risk
out-of-date,0,0,98,90,8,ON,ON,ON,1,0,1,42,30,Critical Risk
out-of-date,4,15,2,2,0,ON,ON,ON,1,0,12,90,0,Critical Risk
